,cons_12m,net_margin,forecast_meter_rent_12m,forecast_cons_12m,mean_year_price_p1,pow_max,cons_last_month,offpeak_diff_dec_january_energy,mean_6m_price_p1,contract_period_in_days,imp_cons,forecast_cons_year,forecast_price_energy_off_peak,mean_3m_price_p1,mean_year_price_p2,mean_6m_price_p2,mean_year_price_p3,num_years_antig,forecast_price_energy_peak,mean_3m_price_p2,cons_gas_12m,mean_6m_price_p3,offpeak_diff_dec_january_power,mean_3m_price_p3,nb_prod_act
0,0.0,678.99,0.44404479591807633,0.0,41.06705256333333,43.648,0.0,0.02005699999999999,41.44215732666667,1096,0.0,0.0,0.114481,42.62966348,22.45275964333333,20.462545366666667,14.967870756666663,3,0.098142,12.31130352,4.739943985767471,13.637820633333332,3.7009605600000057,8.18268698,2
1,3.6684791029325856,18.89,1.2372923375674587,2.2809196627093367,44.46098417666666,13.8,0.0,-0.0037669999999999926,44.503670793333335,2566,0.0,0.0,0.1457109999999999,44.59230996,0.0071235833333333,0.0142471666666666,0.0,6,0.0,0.0,0.0,0.0,0.17777879999999868,0.0,1
2,2.7363965022766426,6.6,1.5990092398233435,1.6898414091375047,44.55596202666666,13.856,0.0,-0.0046700000000000075,44.61327929333332,2192,0.0,0.0,0.165794,44.61250796,0.08842125,0.0885345,0.0,6,0.087899,0.088409,0.0,0.0,0.17777879999999868,0.0,1
3,3.2000292665537704,25.46,1.318689269947746,2.382089118665301,44.55147534333333,13.2,0.0,-0.0045469999999999955,44.59403962666666,2192,0.0,0.0,0.146694,44.59329596,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.17777879999999868,0.0,1
4,3.6460114095912393,47.98,2.122969094393747,2.6500645611776816,40.81233043333333,19.8,2.7218106152125467,-0.006191999999999989,40.85015116666666,2245,1.7268901407418216,2.7218106152125467,0.1169,40.848791,24.516530866666667,24.539697873333328,16.34812865,6,0.1000149999999999,24.53900304,0.0,16.36528296,0.16291560000000516,16.36527396,1
5,3.919235037923251,118.89,1.4930395883176513,2.9019702364026405,44.435883376666666,13.2,3.300812794118117,-0.00808700000000001,44.43308979333333,1827,2.2605722081234925,3.300812794118117,0.164775,44.43058896,0.0876324999999999,0.0864499999999999,0.0,4,0.086131,0.084587,0.0,0.0,-1.1999999998124622e-06,0.0,1
6,4.6541572822721164,346.63,0.0,3.906888602918526,44.432990626666665,15.0,0.0,-0.004628000000000104,44.43106229333333,1827,0.0,0.0,0.166178,44.43029096,0.0847442499999999,0.0844304999999999,0.0,4,0.087538,0.0843049999999999,0.0,0.0,0.0,0.0,1
7,4.470601573789659,100.09,2.16283314387816,2.9373824673136526,40.79739538333333,26.4,3.1007150865730817,-0.007801000000000002,40.84842016666666,2192,1.8550949511586219,2.876217840591642,0.115174,40.84706,24.50724817,24.538515873333328,16.343369046666666,6,0.098837,24.53782104,0.0,16.36607996,0.16291560000000516,16.36607096,1
8,3.471731651480051,42.59,1.2265999052073575,2.6487307109363285,44.46105694333333,13.2,0.0,-0.0037669999999999926,44.50381612666666,1827,0.0,0.0,0.1457109999999999,44.59230996,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.17777879999999868,0.0,1
9,4.416057729263038,329.6,2.1186945078978376,3.437607887914937,40.85226416666666,31.5,3.3402457615679317,-0.0071370000000000045,40.84900016666666,2192,2.343585820691403,3.3402457615679317,0.1157609999999999,40.84764,24.54028195666666,24.53909587333333,16.365340626666665,6,0.099419,24.53840104,0.0,16.36665996,0.0,16.366650959999998,1
10,4.034708651341069,108.5,1.3412366232386923,3.081196034627009,44.508545876666666,11.5,3.493179120682515,-0.0015469999999999928,44.58197579333333,1827,2.544663240170119,3.493179120682515,0.1646369999999999,44.61134796,0.0857450833333333,0.0872771666666666,0.0,5,0.087381,0.08789,0.0,0.0,0.17777879999999868,0.0,1
11,3.6476763132408707,18.41,1.3324384599156054,2.750477538019339,44.70656282666666,10.392,3.3961993470957363,-0.0014959999999999973,44.94586202666667,2557,2.4905343458036757,3.3961993470957363,0.1670859999999999,45.61257616,0.0876866666666666,0.0876581666666666,0.0,6,0.088444,0.088102,0.0,0.0,2.1777792000000034,0.0,1
12,4.663908131452911,533.46,2.166755638665238,3.6535434165857157,41.02531258,16.5,3.7227161674884948,-0.007016000000000008,40.739111833333325,1886,2.7198945098717098,3.7227161674884948,0.1152369999999999,40.847123,22.427954803333336,24.472748539999998,14.950783279999998,4,0.100123,24.53911104,6.188328771608294,16.32026429333333,0.16291560000000516,16.36575996,2
13,3.888010912245029,89.02,1.8788663369567253,2.9614685553507862,44.48055259333333,13.2,0.0,-0.00815200000000002,44.52230829333333,1461,0.0,0.0,0.162327,44.60902596,0.0876396666666666,0.0866199999999999,0.0,3,0.084428,0.084927,0.0,0.0,0.17777879999999868,0.0,1
14,3.9871297676598974,111.59,1.2140486794119414,3.01263478787029,44.43299092666667,13.856,0.0,-0.004628000000000104,44.43106229333333,2192,0.0,0.0,0.168242,44.43029096,0.0847442499999999,0.0844304999999999,0.0,5,0.089602,0.0843049999999999,0.0,0.0,-1.1999999998124622e-06,0.0,1
15,4.67228262478892,130.14,1.2324878663529861,3.227447048084791,44.53449486,10.392,3.49996186559619,-0.0034229999999998983,44.592241626666656,1461,2.2028423651946323,3.03382569395331,0.144902,44.59149796,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.17777879999999868,0.0,1
16,5.895719157369822,1087.76,1.24551266781415,4.130928505373132,44.434941593333335,11.4,4.933912263261567,-0.004194000000000003,44.433085293333335,2191,3.4126923332972745,4.367337281377873,0.1640579999999999,44.43231396,0.0864189166666666,0.0864534999999999,0.0,6,0.086163,0.086328,4.906248820942806,0.0,-1.1999999998124622e-06,0.0,2
17,4.488226284535642,335.78,2.0764219673605933,3.483752710980379,40.76779458333333,25.0,0.0,-0.007666000000000006,40.84609916666666,1820,0.0,0.0,0.1128599999999999,40.844739,24.488578056666668,24.53619387333333,16.32979336,5,0.096521,24.53549904,0.0,16.36375896,0.16291560000000516,16.36374996,1
18,4.395134107477812,117.44,2.154697793596388,3.037167437742301,40.78378908333333,15.001,3.4590907896005865,-0.007801000000000002,40.84842016666666,1827,1.9050399280762116,2.902546779313991,0.115174,40.84706,24.49899697333333,24.538515873333328,16.33768569333333,5,0.098837,24.53782104,0.0,16.36607996,0.16291560000000516,16.36607096,1
